TEAM,Y!,ESPN,CBS,FIRST_NAME,LAST_NAME,GP,MPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,PPG,OREB,DREB,TREB,AST,TO,AST/TO,STL,BLK,PF,DD,TD,TOTMIN,TOTFGM,TOTFGA,FG%,TOT3PM,TOT3PA,3P%,TOTFTM,TOTFTA,FT%,TOTPTS,TOTOR,TOTDR,TOTREB,TOTAST,TOTTO,TOTSTL,TOTBLK,TOTPF,Comments,Name
SAS,SG/SF,SG,SG,Manu,Ginobili,69,26,4.5,10,45.00%,1.55,4.2,0.37,3.65,4.2,87.00%,14.2,0.5,2.9,3.4,4.4,2,2.2,1.3,0.3,2,1,0,1794,310.5,690,45.00%,107.23,289.8,0.37,252.13,289.8,87.00%,980.35,34.5,200.1,234.6,303.6,138,89.7,20.7,138,,Manu Ginobili
DAL,PF/C,C,C,Chris,Kaman,72,30,6.11,12.6,48.50%,0,0,0,1.82,2.4,76.00%,14,2.1,5.9,8,1.7,2.4,0.71,0.45,1.55,2.5,24,0,2160,439.99,907.2,48.00%,0,0,0,131.33,172.8,76.00%,1011.31,151.2,424.8,576,122.4,172.8,32.4,111.6,180,B-CARE,Chris Kaman
DET,PG/SG,PG/SG,PG,Brandon,Knight,75,35,5.19,12.5,41.50%,1.71,4.5,0.38,1.92,2.5,77.00%,14,0.6,2.6,3.2,5.2,2.8,1.86,0.95,0.15,2.5,6,0,2625,389.06,937.5,42.00%,128.25,337.5,0.385,144.38,187.5,77.00%,1050.75,45,195,240,390,210,71.25,11.25,187.5,R-START/ H2H,Brandon Knight
IND,C,C,C,Roy,Hibbert,77,32,5.56,11,50.50%,0,0,0,2.88,4,72.00%,14,3.4,5.8,9.2,2,2.2,0.91,0.55,2.05,3.1,28,0,2464,427.74,847,50.50%,0,0,0,221.76,308,72.00%,1077.23,261.8,446.6,708.4,154,169.4,42.35,157.85,238.7,,Roy Hibbert
POR,SG/SF,SG/SF,SG,Wesley,Matthews,76,34,5.02,11.4,44.00%,1.82,4.8,0.38,2.12,2.5,85.00%,14,0.6,2.6,3.2,2.3,1.3,1.77,1.35,0.15,2.4,0,0,2584,381.22,866.4,43.00%,138.62,364.8,0.38,161.5,190,85.00%,1062.56,45.6,197.6,243.2,174.8,98.8,102.6,11.4,182.4,,Wesley Matthews
MIL,PF,SF/PF,PF,Ersan,Ilyasova,75,30,5.1,10.7,47.70%,1.09,2.7,0.404,2.65,3.4,78.00%,14,3,5.6,8.6,1.4,1.4,1,0.8,0.6,2.5,28,0,2250,382.79,802.5,48.40%,81.81,202.5,0.414,198.9,255,78.00%,1046.3,225,420,645,105,105,60,45,187.5,B-CARE,Ersan Ilyasova
HOU,PG,PG,PG,Jeremy,Lin,70,30,4.59,11.2,41.00%,1.09,3.4,0.32,3.56,4.5,79.00%,13.8,0.5,2.5,3,6,3.3,1.82,1.7,0.2,2.4,12,0,2100,321.44,784,43.00%,76.16,238,0.34,248.85,315,79.00%,967.89,35,175,210,420,231,119,14,168,SUPER,Jeremy Lin
IND,SG/SF,SG/SF,SG,Paul,George,75,32,4.75,10.8,44.00%,1.52,4,0.38,2.8,3.5,80.00%,13.8,1,5,6,2.5,2,1.25,1.7,0.6,3.2,6,0,2400,356.4,810,44.50%,114,300,0.385,210,262.5,80.00%,1036.8,75,375,450,187.5,150,127.5,45,240,SUPER,Paul George
LAC,PG/SG,PG/SG,SG,Jamal,Crawford,74,27,4.89,11.5,42.50%,1.87,5.2,0.36,2.14,2.5,85.50%,13.8,0.3,1.7,2,2,1.4,1.43,0.8,0.1,1.4,0,0,1998,361.68,851,42.00%,138.53,384.8,0.36,158.18,185,85.50%,1020.05,22.2,125.8,148,148,103.6,59.2,7.4,103.6,BBB,Jamal Crawford
WAS,PG/SG,SG,SG,Jordan,Crawford,76,26,5.09,12.6,40.40%,1.33,4,0.333,2.26,2.9,78.00%,13.8,0.6,1.8,2.4,2.8,2.1,1.33,1,0.05,1.6,0,0,1976,386.87,957.6,40.40%,101.23,304,0.333,171.91,220.4,78.00%,1046.88,45.6,136.8,182.4,212.8,159.6,76,3.8,121.6,,Jordan Crawford
WAS,SG,SG,SG,Bradley,Beal,76,28,4.54,10.8,42.00%,1.7,4.6,0.37,2.77,3.6,77.00%,13.5,1.1,3.3,4.4,2.2,2.2,1,1,0.4,2,1,0,2128,344.74,820.8,41.00%,129.35,349.6,0.37,210.67,273.6,77.00%,1029.5,83.6,250.8,334.4,167.2,167.2,76,30.4,152,,Bradley Beal
CHA,SG/SF,SG/SF,SF,Gerald,Henderson,74,30,5.34,11.6,46.00%,0.29,1.2,0.24,2.46,3.2,77.00%,13.4,0.8,2.6,3.4,2.2,1.5,1.47,0.85,0.45,2.1,0,0,2220,394.86,858.4,46.00%,21.312,88.8,0.24,182.34,236.8,77.00%,993.38,59.2,192.4,251.6,162.8,111,62.9,33.3,155.4,,Gerald Henderson
PHI,SF/PF,SF/PF,SF,Thaddeus,Young,75,30,5.72,11,52.00%,0.05,0.2,0.26,1.9,2.5,76.00%,13.4,2.7,3.1,5.8,1.4,1,1.4,1.05,0.65,2.2,8,0,2250,429,825,51.00%,3.9,15,0.26,142.5,187.5,77.50%,1004.4,202.5,232.5,435,105,75,78.75,48.75,165,R-START/ ROTO,Thaddeus Young
CHI,SG,SG,SG,Richard,Hamilton,74,28,5.34,12,44.50%,0.74,2,0.37,1.97,2.4,82.00%,13.4,0.7,1.8,2.5,3.2,2,1.6,0.65,0.05,2,0,0,2072,395.16,888,44.00%,54.76,148,0.37,145.63,177.6,82.00%,990.71,51.8,133.2,185,236.8,148,48.1,3.7,148,B-CARE,Richard Hamilton
BOS,PG,PG,PG,Rajon,Rondo,74,36,5.36,11.5,46.60%,0.55,1.6,0.344,2.09,3.4,61.60%,13.4,1.2,3.6,4.8,11.8,3.5,3.37,2.15,0.1,2,33,5,2664,396.57,851,46.60%,40.73,118.4,0.26,154.99,251.6,60.60%,988.85,88.8,266.4,355.2,873.2,259,159.1,7.4,148,H2H,Rajon Rondo
ORL,PG,PG,PG,Jameer,Nelson,73,32,5,11.9,42.00%,1.37,3.8,0.36,1.94,2.4,81.00%,13.3,0.5,2.9,3.4,6,2.6,2.31,0.85,0.05,2.7,8,0,2336,364.85,868.7,42.00%,99.864,277.4,0.36,141.91,175.2,81.00%,971.48,36.5,211.7,248.2,438,189.8,62.05,3.65,197.1,,Jameer Nelson
IND,PF,PF,PF,David,West,75,32,5.47,11.4,48.00%,0.03,0.1,0.26,2.3,2.8,82.00%,13.3,2.1,4.9,7,2.2,1.4,1.57,0.8,0.7,2.5,14,0,2400,410.4,855,49.00%,1.95,7.5,0.26,172.2,210,82.00%,994.95,157.5,367.5,525,165,105,60,52.5,187.5,ROTO,David West
NYK,SG/SF,SG/SF,SG,JR,Smith,75,28,4.92,12,41.00%,2.09,5.8,0.36,1.3,1.8,72.00%,13.2,0.8,3,3.8,2.3,1.4,1.64,1.5,0.25,2.6,1,0,2100,369,900,41.00%,156.6,435,0.36,97.2,135,72.00%,991.8,60,225,285,172.5,105,112.5,18.75,195,H2H,JR Smith
BRK,SF/PF,SF/PF,SF,Gerald,Wallace,71,35,4.94,10.5,47.00%,0.68,2,0.34,2.62,3.4,77.00%,13.2,1.5,5.1,6.6,2.2,1.4,1.57,1.5,0.5,2.4,6,0,2485,350.38,745.5,47.00%,48.28,142,0.34,185.88,241.4,77.00%,934.93,106.5,362.1,468.6,156.2,99.4,106.5,35.5,170.4,,Gerald Wallace
UTA,SG/SF,SG/SF,SF,Gordon,Hayward,76,32,4.43,9.5,46.60%,0.92,2.5,0.366,3.24,3.9,83.00%,13,1,2.8,3.8,3.3,1.8,1.83,0.8,0.6,1.7,3,0,2432,336.45,722,46.60%,69.54,190,0.366,246.01,296.4,83.00%,988.46,76,212.8,288.8,250.8,136.8,60.8,45.6,129.2,ROTO,Gordon Hayward
DEN,PF,PF,PF,Kenneth,Faried,76,30,5.02,8.8,57.00%,0,0,0,2.95,4.4,67.00%,13,3.8,5.8,9.6,1.1,1.6,0.69,1,1.15,3.3,34,0,2280,381.22,668.8,57.00%,0,0,0,224.05,334.4,67.00%,986.48,288.8,440.8,729.6,83.6,121.6,76,87.4,250.8,R-START,Kenneth Faried
SAC,PG,PG,PG,Isaiah,Thomas,75,30,4.36,9.9,44.00%,1.48,3.8,0.39,2.77,3.3,84.00%,13,0.7,2.1,2.8,5.6,2.1,2.67,0.9,0.05,2.2,6,0,2250,326.7,742.5,44.00%,111.15,285,0.39,207.9,247.5,84.00%,972.45,52.5,157.5,210,420,157.5,67.5,3.75,165,,Isaiah Thomas
CLE,SG/SF,SG/SF,SF,CJ,Miles,73,28,4.59,11.2,41.00%,1.25,3.8,0.33,2.53,3.2,79.00%,13,0.7,2.3,3,1.8,1.3,1.38,1.05,0.45,3,0,0,2044,335.22,817.6,41.00%,91.542,277.4,0.33,184.54,233.6,79.00%,946.52,51.1,167.9,219,131.4,94.9,76.65,32.85,219,BBB/ H2H,CJ Miles
MEM,PG,PG,PG,Mike,Conley,75,35,4.93,11.2,44.00%,1.14,3,0.38,1.97,2.4,82.00%,13,0.4,2.1,2.5,6.4,2,3.2,2,0.15,2.2,9,0,2625,369.6,840,44.00%,85.5,225,0.38,147.6,180,82.00%,972.3,30,157.5,187.5,480,150,150,11.25,165,B-CARE,Mike Conley
BOS,PG/SG,SG,SG,Jason,Terry,76,29,4.928,11.2,44.00%,1.7,4.6,0.37,1.29,1.5,86.00%,12.8,0.2,1.6,1.8,2.6,1.6,1.625,1.05,0.15,2,0,0,2204,374.53,851.2,44.00%,129.35,349.6,0.37,98.04,114,86.00%,976.45,15.2,121.6,136.8,197.6,121.6,79.8,11.4,152,,Jason Terry
CHA,PG,PG/SG,PG,Kemba,Walker,76,28,4.48,11.8,38.00%,1.22,3.6,0.34,2.64,3.3,80.00%,12.8,0.3,3,3.3,4.8,2.4,2,1,0.25,1.4,8,0,2128,340.78,896.8,38.00%,93.024,273.6,0.34,200.64,250.8,80.00%,975.23,22.8,228,250.8,364.8,182.4,76,19,106.4,R-START/ H2H,Kemba Walker
NYK,PG/SG,PG,PG,Raymond,Felton,75,33,4.58,10.9,42.00%,1.16,3.5,0.33,2.16,2.7,80.00%,12.5,0.5,2.5,3,7,2.8,2.5,1.5,0.15,2.2,8,0,2475,343.35,817.5,42.00%,86.625,262.5,0.33,162,202.5,80.00%,935.32,37.5,187.5,225,525,210,112.5,11.25,165,BBB,Raymond Felton
NOR,PF,PF,PF,Anthony,Davis,74,32,4.7,9.6,49.00%,0.05,0.2,0.24,2.99,4.1,73.00%,12.4,3.2,7.4,10.6,1.4,2.2,0.64,1.1,2.3,3.2,30,0,2368,348.1,710.4,53.00%,3.552,14.8,0.24,221.48,303.4,72.00%,921.23,236.8,547.6,784.4,103.6,162.8,81.4,170.2,236.8,H2H,Anthony Davis
MIN,SG/SF,SG/SF,SG,Brandon,Roy,72,27,4.59,10.8,42.50%,1.04,2.8,0.37,2.16,2.7,80.00%,12.4,0.5,2.1,2.6,2.6,1.6,1.62,0.75,0.15,2,0,0,1944,330.48,777.6,42.00%,74.592,201.6,0.366,155.52,194.4,80.00%,891.07,36,151.2,187.2,187.2,115.2,54,10.8,144,BBB/ B-CARE,Brandon Roy
CHA,PG/SG,PG,PG,Ramon,Sessions,75,26,4.08,9.5,43.00%,0.72,2,0.36,3.48,4.4,79.00%,12.4,0.6,2.8,3.4,6.2,2.4,2.58,0.75,0.05,2,10,0,1950,306.38,712.5,42.00%,54,150,0.35,260.7,330,79.00%,927.45,45,210,255,465,180,56.25,3.75,150,B-CARE,Ramon Sessions
IND,PG/SG,PG/SG,PG,George,Hill,73,32,4.18,9.6,43.50%,1.33,3.6,0.37,2.57,3.3,78.00%,12.3,0.8,2.6,3.4,4.2,1.7,2.47,1.05,0.35,2.2,6,0,2336,304.85,700.8,43.50%,97.236,262.8,0.37,187.9,240.9,78.00%,894.83,58.4,189.8,248.2,306.6,124.1,76.65,25.55,160.6,B-CARE,George Hill
POR,PF/C,PF/C,PF,JJ,Hickson,74,28,4.98,9.4,53.00%,0,0,0,2.28,3.4,67.00%,12.2,2.7,5.1,7.8,1.3,1.5,0.87,0.7,0.8,2,16,0,2072,368.67,695.6,51.00%,0,0,0,168.57,251.6,67.00%,905.91,199.8,377.4,577.2,96.2,111,51.8,59.2,148,B-CARE,JJ Hickson
ATL,PG,PG,PG,Jeff,Teague,74,31,4.61,9.8,47.00%,0.77,2.2,0.35,2.07,2.7,76.50%,12,0.4,2.2,2.6,4.8,2.2,2.18,1.55,0.55,2.3,3,0,2294,340.84,725.2,47.00%,56.98,162.8,0.35,152.85,199.8,76.50%,891.52,29.6,162.8,192.4,355.2,162.8,114.7,40.7,170.2,B-CARE,Jeff Teague
CHA,SG,SG,SG,Ben,Gordon,72,26,4.39,10.2,43.00%,1.39,3.4,0.41,1.87,2.2,85.00%,12,0.3,1.9,2.2,2,1.6,1.25,0.75,0.15,2.2,0,0,1872,315.79,734.4,43.00%,100.37,244.8,0.41,134.64,158.4,86.00%,866.59,21.6,136.8,158.4,144,115.2,54,10.8,158.4,AVOID,Ben Gordon
CHA,SF,SF,SF,M,Kidd-Gilchrist,76,32,4.23,9.5,44.50%,0.38,1.4,0.275,3.17,4.2,75.50%,12,2.4,4.6,7,2.2,2.6,0.85,1.6,0.6,3.2,12,0,2432,321.29,722,46.00%,29.26,106.4,0.28,241,319.2,76.00%,912.84,182.4,349.6,532,167.2,197.6,121.6,45.6,243.2,ROTO,M Kidd-Gilchrist
DAL,PG,PG,PG,Darren,Collison,75,32,4.32,9.6,45.00%,1.14,3,0.38,2.21,2.6,85.00%,12,0.5,2.5,3,6.5,2.4,2.71,1.05,0.15,1.8,8,0,2400,324,720,44.50%,85.5,225,0.375,165.75,195,85.00%,899.25,37.5,187.5,225,487.5,180,78.75,11.25,135,,Darren Collison
DEN,C,C,C,JaVale,McGee,76,25,5.13,9,57.00%,0,0,0,1.71,3,57.00%,12,2.2,4.8,7,0.4,1.2,0.33,0.5,2,3,18,0,1900,389.88,684,58.00%,0,0,0,129.96,228,58.00%,909.72,167.2,364.8,532,30.4,91.2,38,152,228,R-START/ H2H,JaVale McGee
LAL,PG,PG,PG,Steve,Nash,73,30,4.34,8.5,51.00%,1.54,3.5,0.44,1.64,1.8,91.00%,11.8,0.2,2,2.2,8.4,3,2.8,0.65,0.05,1.2,20,0,2190,316.46,620.5,51.00%,112.42,255.5,0.44,119.57,131.4,91.00%,864.9,14.6,146,160.6,613.2,219,47.45,3.65,87.6,,Steve Nash
LAC,PG/SG,PG/SG,SG,Chauncey,Billups,60,24,3.43,8.8,39.00%,1.98,5.2,0.38,2.99,3.4,88.00%,11.8,0.2,1.8,2,3,1.6,1.88,0.65,0.1,1.6,0,0,1440,205.92,528,39.00%,118.56,312,0.38,179.52,204,88.00%,709.92,12,108,120,180,96,39,6,96,AVOID,Chauncey Billups
MIA,SG,SG,SG,Ray,Allen,71,28,4.09,8.7,47.00%,2.2,4.9,0.45,1.44,1.6,90.00%,11.8,0.2,2,2.2,2.4,1.2,2,0.75,0.05,1.5,0,0,1988,290.32,617.7,47.00%,156.56,347.9,0.45,102.24,113.6,90.00%,839.43,14.2,142,156.2,170.4,85.2,53.25,3.55,106.5,,Ray Allen
GSW,SF,SF,SF,Harrison,Barnes,74,26,4.214,9.8,0.43,1.42,3.8,0.375,1.95,2.6,0.75,11.803,1.3,2.7,4,1.4,1.8,0.777777778,0.8,0.2,2.2,2,0,1924,311.84,725.2,0.43,105.45,281.2,0.37,144.3,192.4,0.75,873.42,96.2,199.8,296,103.6,133.2,59.2,14.8,162.8,,Harrison Barnes
CHI,PF/C,C,C,Joakim,Noah,72,33,4.44,8.8,50.50%,0,0,0,2.91,3.9,74.50%,11.8,4,6.8,10.8,2.8,1.8,1.56,0.8,1.6,2.8,30,1,2376,319.97,633.6,50.50%,0,0,0,209.2,280.8,74.50%,849.13,288,489.6,777.6,201.6,129.6,57.6,115.2,201.6,,Joakim Noah
PHO,SG/SF,SG/SF,SF,Jared,Dudley,76,30,4.31,9.2,46.80%,1.44,3.8,0.38,1.73,2.4,72.00%,11.8,1.2,2.8,4,2,1.2,1.67,0.75,0.2,1.6,0,0,2280,327.23,699.2,46.60%,109.74,288.8,0.37,131.33,182.4,72.00%,895.52,91.2,212.8,304,152,91.2,57,15.2,121.6,B-CARE,Jared Dudley
OKC,PF/C,PF/C,PF,Serge,Ibaka,76,30,4.86,9,54.00%,0.26,1,0.26,1.78,2.5,71.00%,11.8,3.4,5,8.4,0.6,1.3,0.46,0.5,3.5,2.8,22,1,2280,369.36,684,55.00%,19.76,76,0,134.9,190,70.00%,893.38,258.4,380,638.4,45.6,98.8,38,266,212.8,H2H,Serge Ibaka
UTA,PF/C,PF/C,PF,Derrick,Favors,76,28,4.57,8.7,52.50%,0,0,0,2.51,3.8,66.00%,11.6,3,5.2,8.2,1,1.8,0.56,0.75,1.55,2.8,20,0,2128,347.13,661.2,52.50%,0,0,0,190.61,288.8,66.00%,884.87,228,395.2,623.2,76,136.8,57,117.8,212.8,R-START/ H2H,Derrick Favors
CLE,PF/C,PF/C,PF,Tristan,Thompson,76,30,4.59,9.4,48.80%,0,0,0,2.39,3.8,62.80%,11.6,3.6,4.4,8,0.8,1.6,0.5,0.65,1.3,2.2,18,0,2280,348.63,714.4,48.80%,0,0,0,181.37,288.8,62.80%,878.62,273.6,334.4,608,60.8,121.6,49.4,98.8,167.2,B-ROLE/ B-CARE,Tristan Thompson
NOR,PG/SG,PG,PG,Greivis,Vasquez,75,32,4.3,10,43.00%,0.82,2.4,0.34,2.1,2.5,84.00%,11.5,0.5,2.5,3,7,3,2.33,1.15,0.05,2.5,12,0,2400,322.5,750,43.50%,61.2,180,0.34,157.5,187.5,84.00%,863.7,37.5,187.5,225,525,225,86.25,3.75,187.5,CYC,Greivis Vasquez
PHI,SG/SF,SF,SG,Dorell,Wright,74,28,4.12,9.8,42.00%,1.8,4.8,0.375,1.44,1.8,80.00%,11.5,1,3.2,4.2,2,1.4,1.43,1.05,0.45,2.2,2,0,2072,304.58,725.2,42.00%,133.2,355.2,0.37,106.56,133.2,80.00%,848.93,74,236.8,310.8,148,103.6,77.7,33.3,162.8,,Dorell Wright
BRK,PF,PF,PF,Kris,Humphries,75,31,4.52,8.7,52.00%,0,0,0,2.38,3.3,72.00%,11.4,3.6,6.6,10.2,1,1.5,0.67,0.7,1.1,2.8,22,0,2325,339.3,652.5,52.00%,0,0,0,178.2,247.5,72.00%,856.8,270,495,765,75,112.5,52.5,82.5,210,,Kris Humphries
CLE,SG,SG,SG,Dion,Waiters,74,26,3.94,9.6,41.00%,1.4,4,0.35,2.14,2.8,76.60%,11.4,0.6,1.8,2.4,2.6,2.3,1.13,1.2,0.1,2.3,1,0,1924,291.26,710.4,42.00%,103.6,296,0.36,158.72,207.2,76.60%,844.84,44.4,133.2,177.6,192.4,170.2,88.8,7.4,170.2,,Dion Waiters
NOR,PG/SG,PG/SG,SG,Austin,Rivers,66,26,3.82,9.8,39.00%,1.44,4,0.36,2.19,3.1,70.50%,11.3,0.3,1.9,2.2,2.6,2.2,1.18,0.8,0.05,1.6,0,0,1716,252.25,646.8,39.50%,95.04,264,0.365,144.24,204.6,69.50%,743.79,19.8,125.4,145.2,171.6,145.2,52.8,3.3,105.6,B-CARE,Austin Rivers
DEN,SG/SF,SG/SF,SF,Wilson,Chandler,72,28,4.28,10.2,42.00%,1.3,3.6,0.36,1.38,1.7,81.00%,11.2,0.6,3.6,4.2,1.6,1.7,0.94,0.55,0.95,2.2,3,0,2016,308.45,734.4,42.00%,93.312,259.2,0.36,99.144,122.4,81.00%,809.35,43.2,259.2,302.4,115.2,122.4,39.6,68.4,158.4,BBB,Wilson Chandler
GSW,SF/PF,PF,PF,Carl,Landry,76,24,4.3,8.2,52.50%,0,0,0,2.62,3.3,79.50%,11.2,2,2.8,4.8,0.8,1.3,0.62,0.35,0.25,2.2,1,0,1824,327.18,623.2,52.50%,0,0,0,199.39,250.8,79.50%,853.75,152,212.8,364.8,60.8,98.8,26.6,19,167.2,,Carl Landry
BOS,SF/PF,SF/PF,SF,Jeff,Green,74,26,4.14,9,46.00%,0.8,2.3,0.35,2.13,2.7,79.00%,11.2,0.8,3.4,4.2,1,1.2,0.83,0.7,0.5,2.4,2,0,1924,306.36,666,46.00%,59.57,170.2,0.33,157.84,199.8,79.00%,830.13,59.2,251.6,310.8,74,88.8,51.8,37,177.6,BBB,Jeff Green
HOU,SF/PF,SF,SF,Chandler,Parsons,76,31,4.42,9.6,46.00%,1.33,3.6,0.37,0.99,1.5,66.00%,11.2,1.5,3.3,4.8,2.4,1.4,1.71,1.15,0.45,2.5,3,0,2356,335.62,729.6,46.60%,101.23,273.6,0.366,75.24,114,66.00%,847.7,114,250.8,364.8,182.4,106.4,87.4,34.2,190,ROTO,Chandler Parsons
GSW,PG/SG,PG,PG,Jarrett,Jack,76,26,4.18,9.4,44.50%,0.63,1.8,0.35,2.03,2.4,84.50%,11,0.4,2.4,2.8,4.8,2.1,2.29,0.7,0.1,1.7,4,0,1976,317.91,714.4,45.00%,47.88,136.8,0.35,154.13,182.4,85.00%,837.82,30.4,182.4,212.8,364.8,159.6,53.2,7.6,129.2,B-CARE,Jarrett Jack
GSW,C,C,C,Andrew,Bogut,67,30,4.74,9.3,51.00%,0,0,0,1.52,2.5,61.00%,11,2.3,6.5,8.8,2,1.8,1.11,0.5,1.85,3,18,0,2010,317.78,623.1,51.00%,0,0,0,102.18,167.5,61.00%,737.74,154.1,435.5,589.6,134,120.6,33.5,123.95,201,BBB/ H2H,Andrew Bogut
WAS,PF/C,PF/C,PF,Kevin,Seraphin,72,28,4.82,9.1,53.00%,0,0,0,1.33,1.9,70.00%,11,2.5,3.9,6.4,0.8,1.6,0.5,0.4,1.4,3,8,0,2016,347.26,655.2,53.50%,0,0,0,95.76,136.8,70.50%,790.27,180,280.8,460.8,57.6,115.2,28.8,100.8,216,R-START,Kevin Seraphin
ORL,PF/C,PF,PF,Al,Harrington,68,24,3.94,9.6,41.00%,1.56,4.6,0.34,1.4,2,70.00%,10.8,0.9,3.9,4.8,1.2,1.5,0.8,0.75,0.15,2.4,6,0,1632,267.65,652.8,42.00%,106.35,312.8,0.34,95.2,136,70.00%,736.85,61.2,265.2,326.4,81.6,102,51,10.2,163.2,AVOID,Al Harrington
MIN,SF/PF,SF/PF,SF,Andrei,Kirilenko,74,28,3.8,8,47.50%,0.57,1.6,0.355,2.64,3.5,75.50%,10.8,1.4,3.4,4.8,2.6,1.3,2,1.3,1,1.8,2,0,2072,281.2,592,47.50%,42.032,118.4,0.355,195.54,259,75.50%,799.98,103.6,251.6,355.2,192.4,96.2,96.2,74,133.2,ROTO,Andrei Kirilenko
LAL,PF,PF,PF,Antawn,Jamison,73,24,4.18,9,46.50%,0.86,2.4,0.36,1.55,2.1,74.00%,10.8,1.1,3.3,4.4,1.2,0.9,1.33,0.65,0.3,1.8,1,0,1752,305.5,657,46.50%,63.072,175.2,0.36,113.44,153.3,74.00%,787.52,80.3,240.9,321.2,87.6,65.7,47.45,21.9,131.4,,Antawn Jamison
PHO,PF,PF,PF,Markieff,Morris,74,26,3.87,9,43.00%,0.94,2.6,0.36,1.94,2.7,72.00%,10.6,1.5,4.3,5.8,1.4,1.6,0.88,0.8,0.8,3.5,6,0,1924,286.38,666,41.00%,69.264,192.4,0.36,143.86,199.8,72.00%,785.88,111,318.2,429.2,103.6,118.4,59.2,59.2,259,B-ROLE,Markieff Morris
MIL,SG/SF,SG/SF,SF,Mike,Dunleavy,72,25,3.73,8.4,44.40%,1.55,4,0.388,1.56,2,78.00%,10.6,0.5,2.9,3.4,2.4,1.3,1.85,0.5,0.15,1.7,1,0,1800,268.53,604.8,44.00%,111.74,288,0.38,112.32,144,78.00%,761.13,36,208.8,244.8,172.8,93.6,36,10.8,122.4,,Mike Dunleavy
DAL,PF/C,PF,PF,Elton,Brand,74,28,4.46,9,49.50%,0,0,0,1.65,2.2,75.00%,10.6,2.3,4.5,6.8,1.6,1.4,1.14,0.85,1.25,2.8,18,0,2072,329.67,666,50.00%,0,0,0,122.1,162.8,75.00%,781.44,170.2,333,503.2,118.4,103.6,62.9,92.5,207.2,,Elton Brand
UTA,SF,SF,SF,Marvin,Williams,75,29,3.74,8.5,44.00%,1.22,3.2,0.38,1.85,2.4,77.00%,10.5,1.1,3.4,4.5,1.5,1.3,1.15,0.95,0.25,2,1,0,2175,280.5,637.5,43.00%,91.2,240,0.37,138.6,180,77.00%,790.8,82.5,255,337.5,112.5,97.5,71.25,18.75,150,AVOID,Marvin Williams
IND,PG,PG/SG,PG,DJ,Augustin,75,26,3.65,8.8,41.50%,1.24,3.3,0.375,2,2.3,87.00%,10.5,0.4,1.6,2,5.5,2,2.75,0.7,0,1.6,6,0,1950,273.9,660,41.50%,92.812,247.5,0.375,150.08,172.5,87.00%,790.69,30,120,150,412.5,150,52.5,0,120,,DJ Augustin
ATL,PG,PG,PG,Devin,Harris,70,26,3.53,8.2,43.00%,1.05,3,0.35,2.4,3,80.00%,10.5,0.4,1.8,2.2,4.2,1.8,2.33,0.85,0.15,2,0,0,1820,246.82,574,43.00%,73.5,210,0.35,168,210,80.00%,735.14,28,126,154,294,126,59.5,10.5,140,AVOID,Devin Harris
MEM,PG/SG,PG/SG,PG,Jerryd,Bayless,74,23,3.53,8.2,43.00%,0.94,2.6,0.36,2.46,3,82.00%,10.4,0.3,1.9,2.2,3.3,1.8,1.83,0.75,0.15,2.3,0,0,1702,260.92,606.8,43.00%,69.264,192.4,0.36,182.04,222,82.00%,773.15,22.2,140.6,162.8,244.2,133.2,55.5,11.1,170.2,,Jerryd Bayless
NYK,C,C,C,Tyson,Chandler,72,33,3.7,5.6,66.00%,0,0,0,3.04,4.4,69.00%,10.4,3.4,6.4,9.8,0.8,1.4,0.57,0.85,1.45,3.2,24,0,2376,266.11,403.2,66.00%,0,0,0,218.59,316.8,69.00%,750.82,244.8,460.8,705.6,57.6,100.8,61.2,104.4,230.4,H2H,Tyson Chandler
IND,SG/SF,SG/SF,SF,Gerald,Green,75,22,3.86,8.4,46.00%,1.22,3.2,0.38,1.46,1.9,77.00%,10.4,0.6,2.4,3,0.8,1.4,0.57,0.65,0.45,2.4,0,0,1650,289.8,630,46.00%,91.2,240,0.36,109.72,142.5,77.00%,780.52,45,180,225,60,105,48.75,33.75,180,,Gerald Green
HOU,SG/SF,SG,SG,Jeremy,Lamb,74,17,3.7,8.6,43.00%,1.3,3.6,0.36,1.7,2.1,81.00%,10.4,0.5,2.3,2.8,1.2,1.3,0.92,0.65,0.25,1.5,1,0,1258,273.65,636.4,44.00%,95.904,266.4,0.36,125.87,155.4,81.00%,769.08,37,170.2,207.2,88.8,96.2,48.1,18.5,111,,Jeremy Lamb
LAC,C,C,C,DeAndre,Jordan,75,28,4.38,7,62.50%,0,0,0,1.62,3.4,47.50%,10.4,3.5,5.3,8.8,0.4,1.4,0.29,0.45,2.15,3,32,0,2100,328.12,525,62.50%,0,0,0,121.12,255,52.50%,777.38,262.5,397.5,660,30,105,33.75,161.25,225,H2H,DeAndre Jordan
MIN,PG,PG,PG,Ricky,Rubio,54,32,3.268,8.6,38.00%,0.94,2.6,0.36,2.88,3.6,80.00%,10.4,0.4,3.4,3.8,8,3,2.667,2.15,0.15,2.6,14,0,1728,176.47,464.4,38.00%,50.544,140.4,0.36,155.52,194.4,80.00%,559.01,21.6,183.6,205.2,432,162,116.1,8.1,140.4,H2H/ B-CARE,Ricky Rubio
